,Book Title,Section Title,Word Count,Section Path
82,bleak house,bleak-house-chapter-66,1727,all_chapterized_books/1023-chapters/67.txt
83,bleak house,bleak-house-chapter-67,1694,all_chapterized_books/1023-chapters/68.txt
84,bleak house,bleak-house-chapter-10-chapter-11,10212,all_chapterized_books/1023-chapters/chapters_10_to_11.txt
85,bleak house,bleak-house-chapter-20-chapter-21,12735,all_chapterized_books/1023-chapters/chapters_20_to_21.txt
86,bleak house,bleak-house-chapter-53-chapter-54,13187,all_chapterized_books/1023-chapters/chapters_53_to_54.txt
87,bleak house,bleak-house-chapter-65-chapter-66,4703,all_chapterized_books/1023-chapters/chapters_65_to_66.txt
88,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-1-chapter-5,8825,all_chapterized_books/32325-chapters/chapters_1_to_5.txt
89,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-6-chapter-10,13595,all_chapterized_books/32325-chapters/chapters_6_to_10.txt
90,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-11-chapter-15,12210,all_chapterized_books/32325-chapters/chapters_11_to_15.txt
91,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-16-chapter-20,18987,all_chapterized_books/32325-chapters/chapters_16_to_20.txt
92,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-21-chapter-25,13423,all_chapterized_books/32325-chapters/chapters_21_to_25.txt
93,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-26-chapter-30,14680,all_chapterized_books/32325-chapters/chapters_26_to_30.txt
94,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-31-chapter-35,14086,all_chapterized_books/32325-chapters/chapters_31_to_35.txt
95,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-36-chapter-40,12152,all_chapterized_books/32325-chapters/chapters_36_to_40.txt
96,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-41-chapter-43,6715,all_chapterized_books/32325-chapters/chapters_41_to_43.txt
97,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-1,1457,all_chapterized_books/32325-chapters/01.txt
98,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-2,2474,all_chapterized_books/32325-chapters/02.txt
99,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-3,1745,all_chapterized_books/32325-chapters/03.txt
100,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-4,1426,all_chapterized_books/32325-chapters/04.txt
101,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-5-chapter-6,4785,all_chapterized_books/32325-chapters/chapters_5_to_6.txt
102,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-7,2753,all_chapterized_books/32325-chapters/07.txt
103,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-8,4664,all_chapterized_books/32325-chapters/08.txt
104,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-9-chapter-10,3116,all_chapterized_books/32325-chapters/chapters_9_to_10.txt
105,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-11,3017,all_chapterized_books/32325-chapters/11.txt
106,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-12-chapter-13,5082,all_chapterized_books/32325-chapters/chapters_12_to_13.txt
107,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-14,1584,all_chapterized_books/32325-chapters/14.txt
108,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-15-chapter-16,6091,all_chapterized_books/32325-chapters/chapters_15_to_16.txt
109,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-17-chapter-18,8354,all_chapterized_books/32325-chapters/chapters_17_to_18.txt
110,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-19-chapter-20,7069,all_chapterized_books/32325-chapters/chapters_19_to_20.txt
111,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-21-chapter-23,8082,all_chapterized_books/32325-chapters/chapters_21_to_23.txt
112,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-24,2430,all_chapterized_books/32325-chapters/24.txt
113,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-25-chapter-26,5949,all_chapterized_books/32325-chapters/chapters_25_to_26.txt
114,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-27-chapter-28,6530,all_chapterized_books/32325-chapters/chapters_27_to_28.txt
115,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-29-chapter-30,5112,all_chapterized_books/32325-chapters/chapters_29_to_30.txt
116,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-31,3847,all_chapterized_books/32325-chapters/31.txt
117,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-32-chapter-33,5169,all_chapterized_books/32325-chapters/chapters_32_to_33.txt
118,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-34-chapter-35,5070,all_chapterized_books/32325-chapters/chapters_34_to_35.txt
119,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-36-chapter-38,7558,all_chapterized_books/32325-chapters/chapters_36_to_38.txt
120,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-39-chapter-40,4594,all_chapterized_books/32325-chapters/chapters_39_to_40.txt
121,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-41-chapter-42,6041,all_chapterized_books/32325-chapters/chapters_41_to_42.txt
122,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-5,1723,all_chapterized_books/32325-chapters/05.txt
123,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-6,3062,all_chapterized_books/32325-chapters/06.txt
124,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-9,1641,all_chapterized_books/32325-chapters/09.txt
125,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-10,1475,all_chapterized_books/32325-chapters/10.txt
126,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-12,2998,all_chapterized_books/32325-chapters/12.txt
127,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-13,2084,all_chapterized_books/32325-chapters/13.txt
128,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-15,2527,all_chapterized_books/32325-chapters/15.txt
129,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-16,3564,all_chapterized_books/32325-chapters/16.txt
130,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-17,3435,all_chapterized_books/32325-chapters/17.txt
131,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-18,4919,all_chapterized_books/32325-chapters/19.txt
132,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-19,3454,all_chapterized_books/32325-chapters/20.txt
133,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-20,3615,all_chapterized_books/32325-chapters/21.txt
134,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-21,3654,all_chapterized_books/32325-chapters/22.txt
135,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-22,2106,all_chapterized_books/32325-chapters/23.txt
136,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-23,2322,all_chapterized_books/32325-chapters/44.txt
137,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-25,2911,all_chapterized_books/32325-chapters/25.txt
138,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-26,3038,all_chapterized_books/32325-chapters/26.txt
139,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-27,2720,all_chapterized_books/32325-chapters/27.txt
140,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-28,3810,all_chapterized_books/32325-chapters/28.txt
141,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-29,3851,all_chapterized_books/32325-chapters/29.txt
142,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-30,1261,all_chapterized_books/32325-chapters/30.txt
143,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-32,2373,all_chapterized_books/32325-chapters/32.txt
144,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-33,2796,all_chapterized_books/32325-chapters/33.txt
145,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-34,2263,all_chapterized_books/32325-chapters/34.txt
146,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-35,2807,all_chapterized_books/32325-chapters/35.txt
147,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-36,2259,all_chapterized_books/32325-chapters/36.txt
148,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-37,2675,all_chapterized_books/32325-chapters/37.txt
149,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-38,2624,all_chapterized_books/32325-chapters/38.txt
150,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-39,2206,all_chapterized_books/32325-chapters/39.txt
151,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-40,2388,all_chapterized_books/32325-chapters/40.txt
152,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-41,2793,all_chapterized_books/32325-chapters/41.txt
153,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-42,3248,all_chapterized_books/32325-chapters/42.txt
154,the adventures of huckleberry finn,the-adventures-of-huckleberry-finn-chapter-43,674,all_chapterized_books/32325-chapters/43.txt
155,anthem,anthem-chapter-1,5120,all_chapterized_books/1249-chapters/1.txt
156,anthem,anthem-chapter-2,3189,all_chapterized_books/1249-chapters/2.txt
157,anthem,anthem-chapter-3,702,all_chapterized_books/1249-chapters/3.txt
158,anthem,anthem-chapter-4,545,all_chapterized_books/1249-chapters/4.txt
159,anthem,anthem-chapter-5,776,all_chapterized_books/1249-chapters/5.txt
160,anthem,anthem-chapter-6,1053,all_chapterized_books/1249-chapters/6.txt
161,anthem,anthem-chapter-7,1875,all_chapterized_books/1249-chapters/7.txt
162,anthem,anthem-chapter-8,752,all_chapterized_books/1249-chapters/8.txt
163,anthem,anthem-chapter-9,1336,all_chapterized_books/1249-chapters/9.txt
164,anthem,anthem-chapter-10,1353,all_chapterized_books/1249-chapters/10.txt
165,anthem,anthem-chapter-11,887,all_chapterized_books/1249-chapters/11.txt
166,anthem,anthem-chapter-12,1782,all_chapterized_books/1249-chapters/12.txt
167,ethan frome,ethan-frome-chapter-1-chapter-2,5974,all_chapterized_books/4517-chapters/chapters_1_to_2.txt
168,ethan frome,ethan-frome-chapter-3,2065,all_chapterized_books/4517-chapters/3.txt
169,ethan frome,ethan-frome-chapter-4,4251,all_chapterized_books/4517-chapters/4.txt
170,ethan frome,ethan-frome-chapter-5,2051,all_chapterized_books/4517-chapters/5.txt
171,ethan frome,ethan-frome-chapter-6,1706,all_chapterized_books/4517-chapters/6.txt
172,ethan frome,ethan-frome-chapter-7,4195,all_chapterized_books/4517-chapters/7.txt
173,ethan frome,ethan-frome-chapter-8,3145,all_chapterized_books/4517-chapters/8.txt
174,ethan frome,ethan-frome-chapter-9-chapter-10,7406,all_chapterized_books/4517-chapters/chapters_9_to_10.txt
175,ethan frome,ethan-frome-chapter-1,2939,all_chapterized_books/4517-chapters/1.txt
176,ethan frome,ethan-frome-chapter-2,3035,all_chapterized_books/4517-chapters/2.txt
177,ethan frome,ethan-frome-chapter-9,7406,all_chapterized_books/4517-chapters/9.txt
178,ethan frome,ethan-frome-chapter-3-chapter-5,8367,all_chapterized_books/4517-chapters/chapters_3_to_5.txt
179,ethan frome,ethan-frome-chapter-6-chapter-7,5901,all_chapterized_books/4517-chapters/chapters_6_to_7.txt
180,ethan frome,ethan-frome-chapter-8-chapter-9,10551,all_chapterized_books/4517-chapters/chapters_8_to_9.txt
181,the jungle,the-jungle-chapter-1,8528,all_chapterized_books/140-chapters/01.txt
182,the jungle,the-jungle-chapter-2,4333,all_chapterized_books/140-chapters/02.txt
183,the jungle,the-jungle-chapter-3,4950,all_chapterized_books/140-chapters/03.txt
184,the jungle,the-jungle-chapter-4,5378,all_chapterized_books/140-chapters/04.txt
185,the jungle,the-jungle-chapter-5,4726,all_chapterized_books/140-chapters/05.txt
186,the jungle,the-jungle-chapter-6,4195,all_chapterized_books/140-chapters/06.txt
187,the jungle,the-jungle-chapter-7,4779,all_chapterized_books/140-chapters/07.txt
188,the jungle,the-jungle-chapter-8,3348,all_chapterized_books/140-chapters/08.txt
189,the jungle,the-jungle-chapter-9,3942,all_chapterized_books/140-chapters/09.txt
190,the jungle,the-jungle-chapter-10,4344,all_chapterized_books/140-chapters/10.txt
191,the jungle,the-jungle-chapter-11,4238,all_chapterized_books/140-chapters/11.txt
192,the jungle,the-jungle-chapter-12,3289,all_chapterized_books/140-chapters/12.txt
193,the jungle,the-jungle-chapter-13,3581,all_chapterized_books/140-chapters/13.txt
194,the jungle,the-jungle-chapter-14,3155,all_chapterized_books/140-chapters/14.txt
195,the jungle,the-jungle-chapter-15,5309,all_chapterized_books/140-chapters/15.txt
196,the jungle,the-jungle-chapter-16,3735,all_chapterized_books/140-chapters/16.txt
197,the jungle,the-jungle-chapter-17,4021,all_chapterized_books/140-chapters/17.txt
198,the jungle,the-jungle-chapter-18,4302,all_chapterized_books/140-chapters/18.txt
199,the jungle,the-jungle-chapter-19,3917,all_chapterized_books/140-chapters/19.txt
200,the jungle,the-jungle-chapter-20,4322,all_chapterized_books/140-chapters/20.txt
201,the jungle,the-jungle-chapter-21,4223,all_chapterized_books/140-chapters/21.txt
202,the jungle,the-jungle-chapter-22,4781,all_chapterized_books/140-chapters/22.txt
203,the jungle,the-jungle-chapter-23,4326,all_chapterized_books/140-chapters/23.txt
204,the jungle,the-jungle-chapter-24,5004,all_chapterized_books/140-chapters/24.txt
205,the jungle,the-jungle-chapter-25,8502,all_chapterized_books/140-chapters/25.txt
206,the jungle,the-jungle-chapter-26,7174,all_chapterized_books/140-chapters/26.txt
207,the jungle,the-jungle-chapter-27,5926,all_chapterized_books/140-chapters/27.txt
208,the jungle,the-jungle-chapter-28,6537,all_chapterized_books/140-chapters/28.txt
209,the jungle,the-jungle-chapter-29,3844,all_chapterized_books/140-chapters/29.txt
210,the jungle,the-jungle-chapter-30,5534,all_chapterized_books/140-chapters/30.txt
211,the jungle,the-jungle-chapter-31,7261,all_chapterized_books/140-chapters/31.txt
212,the ambassadors,the-ambassadors-volume-1-book-1-chapter-1,5192,all_chapterized_books/432-chapters/01.txt
213,the ambassadors,the-ambassadors-volume-1-book-1-chapter-2,3401,all_chapterized_books/432-chapters/02.txt
214,the ambassadors,the-ambassadors-volume-1-book-1-chapter-3,3102,all_chapterized_books/432-chapters/03.txt
215,the ambassadors,the-ambassadors-volume-1-book-2-chapter-1,6971,all_chapterized_books/432-chapters/04.txt
216,the ambassadors,the-ambassadors-volume-1-book-2-chapter-2,6888,all_chapterized_books/432-chapters/05.txt
217,the ambassadors,the-ambassadors-volume-1-book-3-chapter-1,4290,all_chapterized_books/432-chapters/06.txt
218,the ambassadors,the-ambassadors-volume-1-book-3-chapter-2,7199,all_chapterized_books/432-chapters/07.txt
219,the ambassadors,the-ambassadors-volume-1-book-4-chapter-1,4375,all_chapterized_books/432-chapters/08.txt
220,the ambassadors,the-ambassadors-volume-1-book-4-chapter-2,7674,all_chapterized_books/432-chapters/09.txt
221,the ambassadors,the-ambassadors-volume-1-book-5-chapter-1,4246,all_chapterized_books/432-chapters/10.txt
222,the ambassadors,the-ambassadors-volume-1-book-5-chapter-2,4525,all_chapterized_books/432-chapters/11.txt
223,the ambassadors,the-ambassadors-volume-1-book-5-chapter-3,4191,all_chapterized_books/432-chapters/12.txt
224,the ambassadors,the-ambassadors-volume-1-book-6-chapter-1,3579,all_chapterized_books/432-chapters/13.txt
225,the ambassadors,the-ambassadors-volume-1-book-6-chapter-2,3945,all_chapterized_books/432-chapters/14.txt
226,the ambassadors,the-ambassadors-volume-1-book-6-chapter-3,4654,all_chapterized_books/432-chapters/15.txt
227,the ambassadors,the-ambassadors-volume-2-book-7-chapter-1,5951,all_chapterized_books/432-chapters/16.txt
228,the ambassadors,the-ambassadors-volume-2-book-7-chapter-2,3645,all_chapterized_books/432-chapters/17.txt
229,the ambassadors,the-ambassadors-volume-2-book-7-chapter-3,4322,all_chapterized_books/432-chapters/18.txt
230,the ambassadors,the-ambassadors-volume-2-book-8-chapter-1,4136,all_chapterized_books/432-chapters/19.txt
231,the ambassadors,the-ambassadors-volume-2-book-8-chapter-2,5092,all_chapterized_books/432-chapters/20.txt
232,the ambassadors,the-ambassadors-volume-2-book-8-chapter-3,5462,all_chapterized_books/432-chapters/21.txt
233,the ambassadors,the-ambassadors-volume-2-book-9-chapter-1,5798,all_chapterized_books/432-chapters/22.txt
234,the ambassadors,the-ambassadors-volume-2-book-9-chapter-2,2591,all_chapterized_books/432-chapters/23.txt
235,the ambassadors,the-ambassadors-volume-2-book-9-chapter-3,3976,all_chapterized_books/432-chapters/24.txt
236,the ambassadors,the-ambassadors-volume-2-book-10-chapter-1,6644,all_chapterized_books/432-chapters/25.txt
237,the ambassadors,the-ambassadors-volume-2-book-10-chapter-2,3452,all_chapterized_books/432-chapters/26.txt
238,the ambassadors,the-ambassadors-volume-2-book-10-chapter-3,3473,all_chapterized_books/432-chapters/27.txt
239,the ambassadors,the-ambassadors-volume-2-book-11-chapter-1,4762,all_chapterized_books/432-chapters/28.txt
240,the ambassadors,the-ambassadors-volume-2-book-11-chapter-2,4847,all_chapterized_books/432-chapters/29.txt
241,the ambassadors,the-ambassadors-volume-2-book-11-chapter-3,3358,all_chapterized_books/432-chapters/30.txt
242,the ambassadors,the-ambassadors-volume-2-book-11-chapter-4,3259,all_chapterized_books/432-chapters/31.txt
243,the ambassadors,the-ambassadors-volume-2-book-12-chapter-1,3080,all_chapterized_books/432-chapters/32.txt
244,the ambassadors,the-ambassadors-volume-2-book-12-chapter-2,2760,all_chapterized_books/432-chapters/33.txt
245,the ambassadors,the-ambassadors-volume-2-book-12-chapter-3,3784,all_chapterized_books/432-chapters/34.txt
246,the ambassadors,the-ambassadors-volume-2-book-12-chapter-4,4065,all_chapterized_books/432-chapters/35.txt
247,the ambassadors,the-ambassadors-volume-2-book-12-chapter-5,2280,all_chapterized_books/432-chapters/36.txt
248,the age of innocence,the-age-of-innocence-chapter-1,2398,all_chapterized_books/541-chapters/01.txt
249,the age of innocence,the-age-of-innocence-chapter-2,2005,all_chapterized_books/541-chapters/02.txt
250,the age of innocence,the-age-of-innocence-chapter-3,2250,all_chapterized_books/541-chapters/03.txt
251,the age of innocence,the-age-of-innocence-chapter-4,1760,all_chapterized_books/541-chapters/04.txt
252,the age of innocence,the-age-of-innocence-chapter-5,2884,all_chapterized_books/541-chapters/05.txt
253,the age of innocence,the-age-of-innocence-chapter-6,2611,all_chapterized_books/541-chapters/06.txt
254,the age of innocence,the-age-of-innocence-chapter-7,1989,all_chapterized_books/541-chapters/07.txt
255,the age of innocence,the-age-of-innocence-chapter-8,2464,all_chapterized_books/541-chapters/08.txt
256,the age of innocence,the-age-of-innocence-chapter-9,4009,all_chapterized_books/541-chapters/09.txt
257,the age of innocence,the-age-of-innocence-chapter-10,3122,all_chapterized_books/541-chapters/10.txt
258,the age of innocence,the-age-of-innocence-chapter-11,2521,all_chapterized_books/541-chapters/11.txt
259,the age of innocence,the-age-of-innocence-chapter-12,3653,all_chapterized_books/541-chapters/12.txt
260,the age of innocence,the-age-of-innocence-chapter-13,2186,all_chapterized_books/541-chapters/13.txt
261,the age of innocence,the-age-of-innocence-chapter-14,2357,all_chapterized_books/541-chapters/14.txt
262,the age of innocence,the-age-of-innocence-chapter-15,3416,all_chapterized_books/541-chapters/15.txt
263,the age of innocence,the-age-of-innocence-chapter-16,3197,all_chapterized_books/541-chapters/16.txt
264,the age of innocence,the-age-of-innocence-chapter-17,3205,all_chapterized_books/541-chapters/17.txt
265,the age of innocence,the-age-of-innocence-chapter-18,3884,all_chapterized_books/541-chapters/18.txt
266,the age of innocence,the-age-of-innocence-chapter-19,3619,all_chapterized_books/541-chapters/19.txt
