,Book Title,Section Title,Source,Word Count,Summary Path
69,bleak house,bleak-house-chapter-47,shmoop,467,finished_summaries/shmoop/Bleak House/section_47_part_0.txt
70,bleak house,bleak-house-chapter-48,shmoop,322,finished_summaries/shmoop/Bleak House/section_48_part_0.txt
71,bleak house,bleak-house-chapter-49,shmoop,337,finished_summaries/shmoop/Bleak House/section_49_part_0.txt
72,bleak house,bleak-house-chapter-50,shmoop,269,finished_summaries/shmoop/Bleak House/section_50_part_0.txt
73,bleak house,bleak-house-chapter-51,shmoop,384,finished_summaries/shmoop/Bleak House/section_51_part_0.txt
74,bleak house,bleak-house-chapter-52,shmoop,358,finished_summaries/shmoop/Bleak House/section_52_part_0.txt
75,bleak house,bleak-house-chapter-53,shmoop,337,finished_summaries/shmoop/Bleak House/section_53_part_0.txt
76,bleak house,bleak-house-chapter-54,shmoop,560,finished_summaries/shmoop/Bleak House/section_54_part_0.txt
77,bleak house,bleak-house-chapter-55,shmoop,342,finished_summaries/shmoop/Bleak House/section_55_part_0.txt
78,bleak house,bleak-house-chapter-56,shmoop,214,finished_summaries/shmoop/Bleak House/section_56_part_0.txt
79,bleak house,bleak-house-chapter-57,shmoop,464,finished_summaries/shmoop/Bleak House/section_57_part_0.txt
80,bleak house,bleak-house-chapter-58,shmoop,366,finished_summaries/shmoop/Bleak House/section_58_part_0.txt
81,bleak house,bleak-house-chapter-59,shmoop,323,finished_summaries/shmoop/Bleak House/section_59_part_0.txt
82,bleak house,bleak-house-chapter-60,shmoop,406,finished_summaries/shmoop/Bleak House/section_60_part_0.txt
83,bleak house,bleak-house-chapter-61,shmoop,267,finished_summaries/shmoop/Bleak House/section_61_part_0.txt
84,bleak house,bleak-house-chapter-62,shmoop,217,finished_summaries/shmoop/Bleak House/section_62_part_0.txt
85,bleak house,bleak-house-chapter-63,shmoop,330,finished_summaries/shmoop/Bleak House/section_63_part_0.txt
86,bleak house,bleak-house-chapter-64,shmoop,279,finished_summaries/shmoop/Bleak House/section_64_part_0.txt
87,bleak house,bleak-house-chapter-65,shmoop,198,finished_summaries/shmoop/Bleak House/section_65_part_0.txt
88,bleak house,bleak-house-chapter-66,shmoop,81,finished_summaries/shmoop/Bleak House/section_66_part_0.txt
89,bleak house,bleak-house-chapter-67,shmoop,136,finished_summaries/shmoop/Bleak House/section_67_part_0.txt
90,bleak house,bleak-house-chapter-1,cliffnotes,109,finished_summaries/cliffnotes/Bleak House/section_0_part_0.txt
91,bleak house,bleak-house-chapter-2,cliffnotes,148,finished_summaries/cliffnotes/Bleak House/section_1_part_0.txt
92,bleak house,bleak-house-chapter-3,cliffnotes,114,finished_summaries/cliffnotes/Bleak House/section_2_part_0.txt
93,bleak house,bleak-house-chapter-4,cliffnotes,109,finished_summaries/cliffnotes/Bleak House/section_3_part_0.txt
94,bleak house,bleak-house-chapter-5,cliffnotes,167,finished_summaries/cliffnotes/Bleak House/section_4_part_0.txt
95,bleak house,bleak-house-chapter-6,cliffnotes,111,finished_summaries/cliffnotes/Bleak House/section_5_part_0.txt
96,bleak house,bleak-house-chapter-7,cliffnotes,210,finished_summaries/cliffnotes/Bleak House/section_6_part_0.txt
97,bleak house,bleak-house-chapter-8,cliffnotes,192,finished_summaries/cliffnotes/Bleak House/section_7_part_0.txt
98,bleak house,bleak-house-chapter-9,cliffnotes,134,finished_summaries/cliffnotes/Bleak House/section_8_part_0.txt
99,bleak house,bleak-house-chapter-10-chapter-11,cliffnotes,141,finished_summaries/cliffnotes/Bleak House/section_9_part_0.txt
100,bleak house,bleak-house-chapter-12,cliffnotes,84,finished_summaries/cliffnotes/Bleak House/section_10_part_0.txt
101,bleak house,bleak-house-chapter-13,cliffnotes,215,finished_summaries/cliffnotes/Bleak House/section_11_part_0.txt
102,bleak house,bleak-house-chapter-14,cliffnotes,145,finished_summaries/cliffnotes/Bleak House/section_12_part_0.txt
103,bleak house,bleak-house-chapter-15,cliffnotes,102,finished_summaries/cliffnotes/Bleak House/section_13_part_0.txt
104,bleak house,bleak-house-chapter-16,cliffnotes,85,finished_summaries/cliffnotes/Bleak House/section_14_part_0.txt
105,bleak house,bleak-house-chapter-17,cliffnotes,104,finished_summaries/cliffnotes/Bleak House/section_15_part_0.txt
106,bleak house,bleak-house-chapter-18,cliffnotes,121,finished_summaries/cliffnotes/Bleak House/section_16_part_0.txt
107,bleak house,bleak-house-chapter-19,cliffnotes,128,finished_summaries/cliffnotes/Bleak House/section_17_part_0.txt
108,bleak house,bleak-house-chapter-20-chapter-21,cliffnotes,138,finished_summaries/cliffnotes/Bleak House/section_18_part_0.txt
109,bleak house,bleak-house-chapter-22,cliffnotes,102,finished_summaries/cliffnotes/Bleak House/section_19_part_0.txt
110,bleak house,bleak-house-chapter-23,cliffnotes,74,finished_summaries/cliffnotes/Bleak House/section_20_part_0.txt
111,bleak house,bleak-house-chapter-24,cliffnotes,80,finished_summaries/cliffnotes/Bleak House/section_21_part_0.txt
112,bleak house,bleak-house-chapter-25,cliffnotes,82,finished_summaries/cliffnotes/Bleak House/section_22_part_0.txt
113,bleak house,bleak-house-chapter-26,cliffnotes,133,finished_summaries/cliffnotes/Bleak House/section_23_part_0.txt
114,bleak house,bleak-house-chapter-27,cliffnotes,161,finished_summaries/cliffnotes/Bleak House/section_24_part_0.txt
115,bleak house,bleak-house-chapter-28,cliffnotes,116,finished_summaries/cliffnotes/Bleak House/section_25_part_0.txt
116,bleak house,bleak-house-chapter-29,cliffnotes,120,finished_summaries/cliffnotes/Bleak House/section_26_part_0.txt
117,bleak house,bleak-house-chapter-30,cliffnotes,68,finished_summaries/cliffnotes/Bleak House/section_27_part_0.txt
118,bleak house,bleak-house-chapter-31,cliffnotes,98,finished_summaries/cliffnotes/Bleak House/section_28_part_0.txt
119,bleak house,bleak-house-chapter-32,cliffnotes,178,finished_summaries/cliffnotes/Bleak House/section_29_part_0.txt
120,bleak house,bleak-house-chapter-33,cliffnotes,120,finished_summaries/cliffnotes/Bleak House/section_30_part_0.txt
121,bleak house,bleak-house-chapter-34,cliffnotes,88,finished_summaries/cliffnotes/Bleak House/section_31_part_0.txt
122,bleak house,bleak-house-chapter-35,cliffnotes,139,finished_summaries/cliffnotes/Bleak House/section_32_part_0.txt
123,bleak house,bleak-house-chapter-36,cliffnotes,126,finished_summaries/cliffnotes/Bleak House/section_33_part_0.txt
124,bleak house,bleak-house-chapter-37,cliffnotes,195,finished_summaries/cliffnotes/Bleak House/section_34_part_0.txt
125,bleak house,bleak-house-chapter-38,cliffnotes,174,finished_summaries/cliffnotes/Bleak House/section_35_part_0.txt
126,bleak house,bleak-house-chapter-39,cliffnotes,95,finished_summaries/cliffnotes/Bleak House/section_36_part_0.txt
127,bleak house,bleak-house-chapter-40,cliffnotes,196,finished_summaries/cliffnotes/Bleak House/section_37_part_0.txt
128,bleak house,bleak-house-chapter-41,cliffnotes,250,finished_summaries/cliffnotes/Bleak House/section_38_part_0.txt
129,bleak house,bleak-house-chapter-42,cliffnotes,220,finished_summaries/cliffnotes/Bleak House/section_39_part_0.txt
130,bleak house,bleak-house-chapter-43,cliffnotes,502,finished_summaries/cliffnotes/Bleak House/section_40_part_0.txt
131,bleak house,bleak-house-chapter-44,cliffnotes,156,finished_summaries/cliffnotes/Bleak House/section_41_part_0.txt
132,bleak house,bleak-house-chapter-45,cliffnotes,140,finished_summaries/cliffnotes/Bleak House/section_42_part_0.txt
133,bleak house,bleak-house-chapter-46,cliffnotes,238,finished_summaries/cliffnotes/Bleak House/section_43_part_0.txt
134,bleak house,bleak-house-chapter-47,cliffnotes,372,finished_summaries/cliffnotes/Bleak House/section_44_part_0.txt
135,bleak house,bleak-house-chapter-48,cliffnotes,186,finished_summaries/cliffnotes/Bleak House/section_45_part_0.txt
136,bleak house,bleak-house-chapter-49,cliffnotes,174,finished_summaries/cliffnotes/Bleak House/section_46_part_0.txt
137,bleak house,bleak-house-chapter-50,cliffnotes,179,finished_summaries/cliffnotes/Bleak House/section_47_part_0.txt
138,bleak house,bleak-house-chapter-51,cliffnotes,302,finished_summaries/cliffnotes/Bleak House/section_48_part_0.txt
139,bleak house,bleak-house-chapter-52,cliffnotes,178,finished_summaries/cliffnotes/Bleak House/section_49_part_0.txt
140,bleak house,bleak-house-chapter-53-chapter-54,cliffnotes,325,finished_summaries/cliffnotes/Bleak House/section_50_part_0.txt
141,bleak house,bleak-house-chapter-55,cliffnotes,235,finished_summaries/cliffnotes/Bleak House/section_51_part_0.txt
142,bleak house,bleak-house-chapter-56,cliffnotes,334,finished_summaries/cliffnotes/Bleak House/section_52_part_0.txt
143,bleak house,bleak-house-chapter-57,cliffnotes,210,finished_summaries/cliffnotes/Bleak House/section_53_part_0.txt
144,bleak house,bleak-house-chapter-58,cliffnotes,258,finished_summaries/cliffnotes/Bleak House/section_54_part_0.txt
145,bleak house,bleak-house-chapter-59,cliffnotes,287,finished_summaries/cliffnotes/Bleak House/section_55_part_0.txt
146,bleak house,bleak-house-chapter-60,cliffnotes,190,finished_summaries/cliffnotes/Bleak House/section_56_part_0.txt
147,bleak house,bleak-house-chapter-61,cliffnotes,258,finished_summaries/cliffnotes/Bleak House/section_57_part_0.txt
148,bleak house,bleak-house-chapter-62,cliffnotes,119,finished_summaries/cliffnotes/Bleak House/section_58_part_0.txt
149,bleak house,bleak-house-chapter-63,cliffnotes,182,finished_summaries/cliffnotes/Bleak House/section_59_part_0.txt
150,bleak house,bleak-house-chapter-64,cliffnotes,195,finished_summaries/cliffnotes/Bleak House/section_60_part_0.txt
151,bleak house,bleak-house-chapter-65-chapter-66,cliffnotes,235,finished_summaries/cliffnotes/Bleak House/section_61_part_0.txt
152,bleak house,bleak-house-chapter-67,cliffnotes,260,finished_summaries/cliffnotes/Bleak House/section_62_part_0.txt
153,bleak house,bleak-house-chapter-1,sparknotes,124,finished_summaries/sparknotes/Bleak House/section_0_part_1.txt
154,bleak house,bleak-house-chapter-2,sparknotes,93,finished_summaries/sparknotes/Bleak House/section_0_part_2.txt
155,bleak house,bleak-house-chapter-3,sparknotes,381,finished_summaries/sparknotes/Bleak House/section_0_part_3.txt
156,bleak house,bleak-house-chapter-4,sparknotes,161,finished_summaries/sparknotes/Bleak House/section_0_part_4.txt
157,bleak house,bleak-house-chapter-5,sparknotes,196,finished_summaries/sparknotes/Bleak House/section_0_part_5.txt
158,bleak house,bleak-house-chapter-6,sparknotes,477,finished_summaries/sparknotes/Bleak House/section_1_part_1.txt
159,bleak house,bleak-house-chapter-7,sparknotes,429,finished_summaries/sparknotes/Bleak House/section_1_part_2.txt
160,bleak house,bleak-house-chapter-8,sparknotes,556,finished_summaries/sparknotes/Bleak House/section_1_part_3.txt
161,bleak house,bleak-house-chapter-9,sparknotes,394,finished_summaries/sparknotes/Bleak House/section_1_part_4.txt
162,bleak house,bleak-house-chapter-10,sparknotes,251,finished_summaries/sparknotes/Bleak House/section_1_part_5.txt
163,bleak house,bleak-house-chapter-11,sparknotes,238,finished_summaries/sparknotes/Bleak House/section_2_part_1.txt
164,bleak house,bleak-house-chapter-12,sparknotes,285,finished_summaries/sparknotes/Bleak House/section_2_part_2.txt
165,bleak house,bleak-house-chapter-13,sparknotes,244,finished_summaries/sparknotes/Bleak House/section_2_part_3.txt
166,bleak house,bleak-house-chapter-14,sparknotes,439,finished_summaries/sparknotes/Bleak House/section_2_part_4.txt
167,bleak house,bleak-house-chapter-15,sparknotes,320,finished_summaries/sparknotes/Bleak House/section_2_part_5.txt
168,bleak house,bleak-house-chapter-16,sparknotes,306,finished_summaries/sparknotes/Bleak House/section_3_part_1.txt
169,bleak house,bleak-house-chapter-17,sparknotes,502,finished_summaries/sparknotes/Bleak House/section_3_part_2.txt
170,bleak house,bleak-house-chapter-18,sparknotes,456,finished_summaries/sparknotes/Bleak House/section_3_part_3.txt
171,bleak house,bleak-house-chapter-19,sparknotes,291,finished_summaries/sparknotes/Bleak House/section_3_part_4.txt
172,bleak house,bleak-house-chapter-20,sparknotes,295,finished_summaries/sparknotes/Bleak House/section_3_part_5.txt
173,bleak house,bleak-house-chapter-21,sparknotes,523,finished_summaries/sparknotes/Bleak House/section_4_part_1.txt
174,bleak house,bleak-house-chapter-22,sparknotes,356,finished_summaries/sparknotes/Bleak House/section_4_part_2.txt
175,bleak house,bleak-house-chapter-23,sparknotes,291,finished_summaries/sparknotes/Bleak House/section_4_part_3.txt
176,bleak house,bleak-house-chapter-24,sparknotes,467,finished_summaries/sparknotes/Bleak House/section_4_part_4.txt
177,bleak house,bleak-house-chapter-25,sparknotes,325,finished_summaries/sparknotes/Bleak House/section_4_part_5.txt
178,bleak house,bleak-house-chapter-26,sparknotes,279,finished_summaries/sparknotes/Bleak House/section_5_part_1.txt
179,bleak house,bleak-house-chapter-27,sparknotes,233,finished_summaries/sparknotes/Bleak House/section_5_part_2.txt
180,bleak house,bleak-house-chapter-28,sparknotes,322,finished_summaries/sparknotes/Bleak House/section_5_part_3.txt
181,bleak house,bleak-house-chapter-29,sparknotes,476,finished_summaries/sparknotes/Bleak House/section_5_part_4.txt
182,bleak house,bleak-house-chapter-30,sparknotes,338,finished_summaries/sparknotes/Bleak House/section_5_part_5.txt
183,bleak house,bleak-house-chapter-31,sparknotes,314,finished_summaries/sparknotes/Bleak House/section_6_part_1.txt
184,bleak house,bleak-house-chapter-32,sparknotes,374,finished_summaries/sparknotes/Bleak House/section_6_part_2.txt
185,bleak house,bleak-house-chapter-33,sparknotes,249,finished_summaries/sparknotes/Bleak House/section_6_part_3.txt
186,bleak house,bleak-house-chapter-34,sparknotes,325,finished_summaries/sparknotes/Bleak House/section_6_part_4.txt
187,bleak house,bleak-house-chapter-35,sparknotes,450,finished_summaries/sparknotes/Bleak House/section_6_part_5.txt
188,bleak house,bleak-house-chapter-36,sparknotes,284,finished_summaries/sparknotes/Bleak House/section_7_part_1.txt
189,bleak house,bleak-house-chapter-37,sparknotes,242,finished_summaries/sparknotes/Bleak House/section_7_part_2.txt
190,bleak house,bleak-house-chapter-38,sparknotes,145,finished_summaries/sparknotes/Bleak House/section_7_part_3.txt
191,bleak house,bleak-house-chapter-39,sparknotes,242,finished_summaries/sparknotes/Bleak House/section_7_part_4.txt
192,bleak house,bleak-house-chapter-40,sparknotes,325,finished_summaries/sparknotes/Bleak House/section_7_part_5.txt
193,bleak house,bleak-house-chapter-41,sparknotes,227,finished_summaries/sparknotes/Bleak House/section_8_part_1.txt
194,bleak house,bleak-house-chapter-42,sparknotes,227,finished_summaries/sparknotes/Bleak House/section_8_part_2.txt
195,bleak house,bleak-house-chapter-43,sparknotes,486,finished_summaries/sparknotes/Bleak House/section_8_part_3.txt
196,bleak house,bleak-house-chapter-44,sparknotes,185,finished_summaries/sparknotes/Bleak House/section_8_part_4.txt
197,bleak house,bleak-house-chapter-45,sparknotes,326,finished_summaries/sparknotes/Bleak House/section_8_part_5.txt
198,bleak house,bleak-house-chapter-46,sparknotes,361,finished_summaries/sparknotes/Bleak House/section_9_part_1.txt
199,bleak house,bleak-house-chapter-47,sparknotes,331,finished_summaries/sparknotes/Bleak House/section_9_part_2.txt
200,bleak house,bleak-house-chapter-48,sparknotes,321,finished_summaries/sparknotes/Bleak House/section_9_part_3.txt
201,bleak house,bleak-house-chapter-49,sparknotes,292,finished_summaries/sparknotes/Bleak House/section_9_part_4.txt
202,bleak house,bleak-house-chapter-50,sparknotes,249,finished_summaries/sparknotes/Bleak House/section_9_part_5.txt
203,bleak house,bleak-house-chapter-51,sparknotes,281,finished_summaries/sparknotes/Bleak House/section_10_part_1.txt
204,bleak house,bleak-house-chapter-52,sparknotes,188,finished_summaries/sparknotes/Bleak House/section_10_part_2.txt
205,bleak house,bleak-house-chapter-53,sparknotes,236,finished_summaries/sparknotes/Bleak House/section_10_part_3.txt
206,bleak house,bleak-house-chapter-54,sparknotes,646,finished_summaries/sparknotes/Bleak House/section_10_part_4.txt
207,bleak house,bleak-house-chapter-55,sparknotes,431,finished_summaries/sparknotes/Bleak House/section_10_part_5.txt
208,bleak house,bleak-house-chapter-56,sparknotes,219,finished_summaries/sparknotes/Bleak House/section_11_part_1.txt
209,bleak house,bleak-house-chapter-57,sparknotes,597,finished_summaries/sparknotes/Bleak House/section_11_part_2.txt
210,bleak house,bleak-house-chapter-58,sparknotes,336,finished_summaries/sparknotes/Bleak House/section_11_part_3.txt
211,bleak house,bleak-house-chapter-59,sparknotes,357,finished_summaries/sparknotes/Bleak House/section_11_part_4.txt
212,bleak house,bleak-house-chapter-60,sparknotes,385,finished_summaries/sparknotes/Bleak House/section_11_part_5.txt
213,bleak house,bleak-house-chapter-61,sparknotes,270,finished_summaries/sparknotes/Bleak House/section_12_part_1.txt
214,bleak house,bleak-house-chapter-62,sparknotes,193,finished_summaries/sparknotes/Bleak House/section_12_part_2.txt
215,bleak house,bleak-house-chapter-63,sparknotes,355,finished_summaries/sparknotes/Bleak House/section_12_part_3.txt
216,bleak house,bleak-house-chapter-64,sparknotes,457,finished_summaries/sparknotes/Bleak House/section_12_part_4.txt
217,bleak house,bleak-house-chapter-65,sparknotes,194,finished_summaries/sparknotes/Bleak House/section_12_part_5.txt
218,bleak house,bleak-house-chapter-66,sparknotes,99,finished_summaries/sparknotes/Bleak House/section_12_part_6.txt
219,bleak house,bleak-house-chapter-67,sparknotes,222,finished_summaries/sparknotes/Bleak House/section_12_part_7.txt
220,bleak house,bleak-house-chapter-1,novelguide,266,finished_summaries/novelguide/Bleak House/section_1_part_0.txt
221,bleak house,bleak-house-chapter-2,novelguide,212,finished_summaries/novelguide/Bleak House/section_2_part_0.txt
222,bleak house,bleak-house-chapter-3,novelguide,482,finished_summaries/novelguide/Bleak House/section_3_part_0.txt
223,bleak house,bleak-house-chapter-4,novelguide,245,finished_summaries/novelguide/Bleak House/section_4_part_0.txt
224,bleak house,bleak-house-chapter-5,novelguide,459,finished_summaries/novelguide/Bleak House/section_5_part_0.txt
225,bleak house,bleak-house-chapter-6,novelguide,314,finished_summaries/novelguide/Bleak House/section_6_part_0.txt
226,bleak house,bleak-house-chapter-7,novelguide,245,finished_summaries/novelguide/Bleak House/section_7_part_0.txt
227,bleak house,bleak-house-chapter-8,novelguide,415,finished_summaries/novelguide/Bleak House/section_8_part_0.txt
228,bleak house,bleak-house-chapter-9,novelguide,183,finished_summaries/novelguide/Bleak House/section_9_part_0.txt
229,bleak house,bleak-house-chapter-10,novelguide,162,finished_summaries/novelguide/Bleak House/section_10_part_0.txt
230,bleak house,bleak-house-chapter-11,novelguide,341,finished_summaries/novelguide/Bleak House/section_11_part_0.txt
231,bleak house,bleak-house-chapter-12,novelguide,233,finished_summaries/novelguide/Bleak House/section_12_part_0.txt
232,bleak house,bleak-house-chapter-13,novelguide,306,finished_summaries/novelguide/Bleak House/section_13_part_0.txt
233,bleak house,bleak-house-chapter-14,novelguide,300,finished_summaries/novelguide/Bleak House/section_14_part_0.txt
234,bleak house,bleak-house-chapter-15,novelguide,340,finished_summaries/novelguide/Bleak House/section_15_part_0.txt
235,bleak house,bleak-house-chapter-16,novelguide,195,finished_summaries/novelguide/Bleak House/section_16_part_0.txt
236,bleak house,bleak-house-chapter-17,novelguide,243,finished_summaries/novelguide/Bleak House/section_17_part_0.txt
237,bleak house,bleak-house-chapter-18,novelguide,368,finished_summaries/novelguide/Bleak House/section_18_part_0.txt
238,bleak house,bleak-house-chapter-19,novelguide,191,finished_summaries/novelguide/Bleak House/section_19_part_0.txt
239,bleak house,bleak-house-chapter-20,novelguide,195,finished_summaries/novelguide/Bleak House/section_20_part_0.txt
240,bleak house,bleak-house-chapter-21,novelguide,140,finished_summaries/novelguide/Bleak House/section_21_part_0.txt
241,bleak house,bleak-house-chapter-22,novelguide,285,finished_summaries/novelguide/Bleak House/section_22_part_0.txt
242,bleak house,bleak-house-chapter-23,novelguide,221,finished_summaries/novelguide/Bleak House/section_23_part_0.txt
