,rouge-1n,number of Unique sentences,title,source
56,0.3428571379591837,1,the-last-of-the-mohicans-chapter-27-source-stable-17,cliffnotes
57,0.35555555111111115,1,the-last-of-the-mohicans-chapter-27-source-stable-18,cliffnotes
58,0.2439024343842951,1,the-last-of-the-mohicans-chapter-30-source-stable-31,cliffnotes
59,0.47999999503199997,1,the-last-of-the-mohicans-chapter-30-source-stable-9,cliffnotes
60,0.07142856897959192,1,the-last-of-the-mohicans-chapter-30-source-stable-5,cliffnotes
61,0.19354838251821027,1,the-last-of-the-mohicans-chapter-30-source-stable-17,cliffnotes
62,0.26086956025519853,1,the-last-of-the-mohicans-chapter-30-source-stable-22,cliffnotes
63,0.11428571046530626,1,the-last-of-the-mohicans-chapter-30-source-stable-30,cliffnotes
64,0.11764705467128042,1,the-last-of-the-mohicans-chapter-31-source-stable-1,cliffnotes
65,0.5909090860020663,1,the-last-of-the-mohicans-chapter-31-source-stable-2,cliffnotes
66,0.26086956030245756,1,the-last-of-the-mohicans-chapter-31-source-stable-8,cliffnotes
67,0.30434782244801517,1,the-last-of-the-mohicans-chapter-31-source-stable-11,cliffnotes
68,0.26060605576345286,1,the-last-of-the-mohicans-chapter-31-source-stable-17,cliffnotes
69,0.1463414586555623,1,the-last-of-the-mohicans-chapter-31-source-stable-18,cliffnotes
70,0.4117647009515571,1,the-last-of-the-mohicans-chapter-31-source-stable-21,cliffnotes
71,0.15686274025374872,1,the-last-of-the-mohicans-chapter-32-source-stable-2,cliffnotes
72,0.19999999535555565,1,the-last-of-the-mohicans-chapter-32-source-stable-4,cliffnotes
73,0.21052631146814413,1,the-last-of-the-mohicans-chapter-32-source-stable-13,cliffnotes
74,0.19999999608888894,1,the-last-of-the-mohicans-chapter-32-source-stable-21,cliffnotes
75,0.15714285271275524,2,the-last-of-the-mohicans-chapter-32-source-stable-23,cliffnotes
76,0.43686868192021233,2,the-last-of-the-mohicans-chapter-32-source-stable-24,cliffnotes
77,0.11428570997551038,1,the-last-of-the-mohicans-chapter-32-source-stable-25,cliffnotes
78,0.2741994798099235,2,the-last-of-the-mohicans-chapter-32-source-stable-29,cliffnotes
79,0.23076922588757406,1,the-last-of-the-mohicans-chapter-33-source-stable-12,cliffnotes
80,0.09304355140871774,1,the-last-of-the-mohicans-chapter-33-source-stable-24,cliffnotes
81,0.22857142360816338,1,the-last-of-the-mohicans-chapter-33-source-stable-20,cliffnotes
82,0.536585361522903,1,the-last-of-the-mohicans-chapter-33-source-stable-26,cliffnotes
83,0.0,1,the-last-of-the-mohicans-chapter-3-source-stable-4,sparknotes
84,0.4121212076091828,2,the-last-of-the-mohicans-chapter-3-source-stable-13,sparknotes
85,0.20098038779051336,1,the-last-of-the-mohicans-chapter-3-source-stable-16,sparknotes
86,0.24242423764921955,1,the-last-of-the-mohicans-chapter-3-source-stable-15,sparknotes
87,0.15642237564480116,1,the-last-of-the-mohicans-chapter-4-source-stable-4,sparknotes
88,0.4680851014395655,1,the-last-of-the-mohicans-chapter-4-source-stable-5,sparknotes
89,0.24390243405116013,1,the-last-of-the-mohicans-chapter-4-source-stable-10,sparknotes
90,0.1890347402561654,1,the-last-of-the-mohicans-chapter-4-source-stable-19,sparknotes
91,0.25757575269641886,1,the-last-of-the-mohicans-chapter-4-source-stable-13,sparknotes
92,0.12307691881656818,1,the-last-of-the-mohicans-chapter-4-source-stable-9,sparknotes
93,0.359999995008,1,the-last-of-the-mohicans-chapter-5-source-stable-1,sparknotes
94,0.16216215745799867,1,the-last-of-the-mohicans-chapter-5-source-stable-5,sparknotes
95,0.19125873648798752,1,the-last-of-the-mohicans-chapter-5-source-stable-14,sparknotes
96,0.37837837341124914,1,the-last-of-the-mohicans-chapter-5-source-stable-6,sparknotes
97,0.3018867882378071,1,the-last-of-the-mohicans-chapter-5-source-stable-11,sparknotes
98,0.34999999501250006,1,the-last-of-the-mohicans-chapter-5-source-stable-15,sparknotes
99,0.1318840530740416,1,the-last-of-the-mohicans-chapter-6-source-stable-4,sparknotes
100,0.1832380240657879,2,the-last-of-the-mohicans-chapter-6-source-stable-17,sparknotes
101,0.29462365107901495,1,the-last-of-the-mohicans-chapter-6-source-stable-10,sparknotes
102,0.114285709779592,1,the-last-of-the-mohicans-chapter-6-source-stable-15,sparknotes
103,0.07407407105624156,1,the-last-of-the-mohicans-chapter-6-source-stable-20,sparknotes
104,0.28571428091428575,1,the-last-of-the-mohicans-chapter-6-source-stable-19,sparknotes
105,0.19354838210197725,1,the-last-of-the-mohicans-chapter-6-source-stable-16,sparknotes
106,0.14633086833599035,1,the-last-of-the-mohicans-chapter-9-source-stable-9,sparknotes
107,0.1847452891569905,2,the-last-of-the-mohicans-chapter-9-source-stable-7,sparknotes
108,0.11120542798829589,1,the-last-of-the-mohicans-chapter-9-source-stable-6,sparknotes
109,0.22222221760802477,1,the-last-of-the-mohicans-chapter-12-source-stable-6,sparknotes
110,0.23376622878893583,2,the-last-of-the-mohicans-chapter-12-source-stable-15,sparknotes
111,0.18181817682277332,1,the-last-of-the-mohicans-chapter-12-source-stable-4,sparknotes
112,0.2777777727932099,1,the-last-of-the-mohicans-chapter-15-source-stable-7,sparknotes
113,0.22727272253099182,1,the-last-of-the-mohicans-chapter-15-source-stable-15,sparknotes
114,0.29374999508789074,2,the-last-of-the-mohicans-chapter-15-source-stable-19,sparknotes
115,0.1848143476059162,1,the-last-of-the-mohicans-chapter-16-source-stable-21,sparknotes
116,0.0,1,the-last-of-the-mohicans-chapter-16-source-stable-2,sparknotes
117,0.20694751944584572,1,the-last-of-the-mohicans-chapter-16-source-stable-5,sparknotes
118,0.2068965474435197,1,the-last-of-the-mohicans-chapter-16-source-stable-1,sparknotes
119,0.181818177043159,1,the-last-of-the-mohicans-chapter-16-source-stable-18,sparknotes
120,0.14814814370370383,1,the-last-of-the-mohicans-chapter-17-source-stable-18,sparknotes
121,0.15927418856075434,1,the-last-of-the-mohicans-chapter-17-source-stable-20,sparknotes
122,0.1052631542797785,1,the-last-of-the-mohicans-chapter-17-source-stable-29,sparknotes
123,0.1363636315289258,1,the-last-of-the-mohicans-chapter-17-source-stable-30,sparknotes
124,0.19999999500000015,1,the-last-of-the-mohicans-chapter-22-source-stable-0,sparknotes
125,0.3599999950720001,1,the-last-of-the-mohicans-chapter-22-source-stable-7,sparknotes
126,0.5581395299513251,1,the-last-of-the-mohicans-chapter-22-source-stable-16,sparknotes
127,0.21621621121986864,1,the-last-of-the-mohicans-chapter-22-source-stable-18,sparknotes
128,0.4999999950347222,1,the-last-of-the-mohicans-chapter-22-source-stable-21,sparknotes
129,0.15999999500800016,1,the-last-of-the-mohicans-chapter-22-source-stable-23,sparknotes
130,0.28676846607329537,2,the-last-of-the-mohicans-chapter-25-source-stable-3,sparknotes
131,0.3790322532752342,1,the-last-of-the-mohicans-chapter-25-source-stable-17,sparknotes
132,0.11428571020408178,1,the-last-of-the-mohicans-chapter-25-source-stable-20,sparknotes
133,0.3111111062320988,1,the-last-of-the-mohicans-chapter-25-source-stable-27,sparknotes
134,0.666666661781451,1,the-last-of-the-mohicans-chapter-26-source-stable-10,sparknotes
135,0.2366215297818384,1,the-last-of-the-mohicans-chapter-26-source-stable-6,sparknotes
136,0.577777772780247,1,the-last-of-the-mohicans-chapter-26-source-stable-3,sparknotes
137,0.20591132510325433,1,the-last-of-the-mohicans-chapter-27-source-stable-17,sparknotes
138,0.14285713788265325,1,the-last-of-the-mohicans-chapter-27-source-stable-13,sparknotes
139,0.49999999555555563,1,the-last-of-the-mohicans-chapter-27-source-stable-16,sparknotes
140,0.32063491637188213,1,the-last-of-the-mohicans-chapter-27-source-stable-18,sparknotes
141,0.07142856897959192,1,the-last-of-the-mohicans-chapter-30-source-stable-5,sparknotes
142,0.19354838251821027,1,the-last-of-the-mohicans-chapter-30-source-stable-17,sparknotes
143,0.1592830430939135,1,the-last-of-the-mohicans-chapter-30-source-stable-22,sparknotes
144,0.47999999503199997,1,the-last-of-the-mohicans-chapter-30-source-stable-9,sparknotes
145,0.11428571046530626,1,the-last-of-the-mohicans-chapter-30-source-stable-30,sparknotes
146,0.2439024343842951,1,the-last-of-the-mohicans-chapter-30-source-stable-31,sparknotes
147,0.11764705467128042,1,the-last-of-the-mohicans-chapter-31-source-stable-1,sparknotes
148,0.13439521662474085,1,the-last-of-the-mohicans-chapter-31-source-stable-18,sparknotes
149,0.5909090860020663,1,the-last-of-the-mohicans-chapter-31-source-stable-2,sparknotes
150,0.26086956030245756,1,the-last-of-the-mohicans-chapter-31-source-stable-8,sparknotes
151,0.27665483717248196,1,the-last-of-the-mohicans-chapter-31-source-stable-11,sparknotes
152,0.39999999520000007,1,the-last-of-the-mohicans-chapter-31-source-stable-17,sparknotes
153,0.2869634290586859,1,the-last-of-the-mohicans-chapter-31-source-stable-21,sparknotes
154,0.15686274025374872,1,the-last-of-the-mohicans-chapter-32-source-stable-2,sparknotes
155,0.21052631146814413,1,the-last-of-the-mohicans-chapter-32-source-stable-13,sparknotes
156,0.15714285271275524,2,the-last-of-the-mohicans-chapter-32-source-stable-23,sparknotes
157,0.15263157455413986,1,the-last-of-the-mohicans-chapter-32-source-stable-21,sparknotes
158,0.39650894417949517,2,the-last-of-the-mohicans-chapter-32-source-stable-24,sparknotes
159,0.08655461761751312,1,the-last-of-the-mohicans-chapter-32-source-stable-25,sparknotes
160,0.19999999535555565,1,the-last-of-the-mohicans-chapter-32-source-stable-4,sparknotes
161,0.23317383887540674,2,the-last-of-the-mohicans-chapter-32-source-stable-29,sparknotes
162,0.13871555822797,1,the-last-of-the-mohicans-chapter-33-source-stable-20,sparknotes
163,0.23076922588757406,1,the-last-of-the-mohicans-chapter-33-source-stable-12,sparknotes
164,0.20895521995099137,1,the-last-of-the-mohicans-chapter-33-source-stable-24,sparknotes
165,0.536585361522903,1,the-last-of-the-mohicans-chapter-33-source-stable-26,sparknotes
166,0.1758438191314669,1,dracula-chapter-1-source-stable-3,gradesaver
167,0.08908438993288352,1,dracula-chapter-1-source-stable-0,gradesaver
168,0.26343968092896125,1,dracula-chapter-1-source-stable-2,gradesaver
169,0.10653161891516816,1,dracula-chapter-1-source-stable-6,gradesaver
170,0.18682677158555897,1,dracula-chapter-1-source-stable-8,gradesaver
171,0.1631015993333383,2,dracula-chapter-1-source-stable-10,gradesaver
172,0.04761904334467159,1,dracula-chapter-1-source-stable-24,gradesaver
173,0.19584678658220925,2,dracula-chapter-1-source-stable-14,gradesaver
174,0.21951219036287933,1,dracula-chapter-1-source-stable-18,gradesaver
175,0.165806878846913,1,dracula-chapter-1-source-stable-17,gradesaver
176,0.20326332438107225,1,dracula-chapter-1-source-stable-31,gradesaver
177,0.13259479898935442,1,dracula-chapter-1-source-stable-22,gradesaver
178,0.16612497659233913,1,dracula-chapter-1-source-stable-25,gradesaver
179,0.13211275247477725,1,dracula-chapter-1-source-stable-23,gradesaver
180,0.14565110846486273,1,dracula-chapter-1-source-stable-30,gradesaver
181,0.15617556050590362,1,dracula-chapter-1-source-stable-32,gradesaver
182,0.12351900503928342,1,dracula-chapter-2-source-stable-17,gradesaver
183,0.23555720530283714,2,dracula-chapter-2-source-stable-8,gradesaver
184,0.22281192032129638,1,dracula-chapter-2-source-stable-11,gradesaver
185,0.12865539466926723,2,dracula-chapter-2-source-stable-12,gradesaver
186,0.18609413802109034,1,dracula-chapter-2-source-stable-32,gradesaver
187,0.22806024423352467,1,dracula-chapter-2-source-stable-15,gradesaver
188,0.25264549778225703,1,dracula-chapter-2-source-stable-7,gradesaver
189,0.16949152049411104,1,dracula-chapter-2-source-stable-16,gradesaver
190,0.15433206164075466,2,dracula-chapter-2-source-stable-28,gradesaver
191,0.2561869580653004,1,dracula-chapter-2-source-stable-35,gradesaver
192,0.15595845347416967,1,dracula-chapter-2-source-stable-36,gradesaver
193,0.14285713786122475,1,dracula-chapter-2-source-stable-37,gradesaver
194,0.27119269144345887,1,dracula-chapter-2-source-stable-38,gradesaver
195,0.10835912837792011,1,dracula-chapter-3-source-stable-14,gradesaver
196,0.11110347495605037,1,dracula-chapter-3-source-stable-6,gradesaver
197,0.24396406292330977,1,dracula-chapter-3-source-stable-1,gradesaver
198,0.3522727222900884,1,dracula-chapter-3-source-stable-3,gradesaver
199,0.12575757129910486,1,dracula-chapter-3-source-stable-4,gradesaver
200,0.3157894688088643,1,dracula-chapter-3-source-stable-8,gradesaver
201,0.2256374778645085,3,dracula-chapter-3-source-stable-13,gradesaver
202,0.2693289378363205,1,dracula-chapter-3-source-stable-16,gradesaver
203,0.2962962913580247,1,dracula-chapter-3-source-stable-18,gradesaver
204,0.34975840145119075,1,dracula-chapter-3-source-stable-19,gradesaver
205,0.36217948238206776,1,dracula-chapter-3-source-stable-21,gradesaver
206,0.08214461215481797,1,dracula-chapter-3-source-stable-32,gradesaver
207,0.310206705049366,1,dracula-chapter-3-source-stable-31,gradesaver
208,0.0,1,dracula-chapter-3-source-stable-34,gradesaver
209,0.18256379802937206,1,dracula-chapter-4-source-stable-14,gradesaver
210,0.15454568833495133,1,dracula-chapter-4-source-stable-51,gradesaver
211,0.3050397828764231,2,dracula-chapter-4-source-stable-4,gradesaver
212,0.0,1,dracula-chapter-4-source-stable-32,gradesaver
213,0.16249999616944452,1,dracula-chapter-4-source-stable-6,gradesaver
214,0.3286051962245361,2,dracula-chapter-4-source-stable-8,gradesaver
215,0.15441129217689262,1,dracula-chapter-4-source-stable-43,gradesaver
216,0.10666666286177792,1,dracula-chapter-4-source-stable-12,gradesaver
217,0.22818181356376868,1,dracula-chapter-4-source-stable-16,gradesaver
218,0.08056265745704184,1,dracula-chapter-4-source-stable-27,gradesaver
219,0.22453176050431833,2,dracula-chapter-4-source-stable-37,gradesaver
220,0.1675219747406506,1,dracula-chapter-4-source-stable-0,gradesaver
221,0.2222222173611112,1,dracula-chapter-4-source-stable-26,gradesaver
222,0.25945122309741636,1,dracula-chapter-4-source-stable-48,gradesaver
223,0.7586206847086802,1,dracula-chapter-4-source-stable-34,gradesaver
224,0.1645196859190283,1,dracula-chapter-4-source-stable-35,gradesaver
225,0.2308116790565359,2,dracula-chapter-4-source-stable-36,gradesaver
226,0.14705882106401386,1,dracula-chapter-4-source-stable-41,gradesaver
227,0.12399355442268864,1,dracula-chapter-4-source-stable-44,gradesaver
228,0.2651532939381962,1,dracula-chapter-4-source-stable-49,gradesaver
229,0.1698564543601402,1,dracula-chapter-4-source-stable-38,gradesaver
230,0.1270425550519315,1,dracula-chapter-4-source-stable-40,gradesaver
231,0.27002114107276726,2,dracula-chapter-5-source-stable-2,gradesaver
232,0.17274940084921325,2,dracula-chapter-5-source-stable-4,gradesaver
233,0.15515515036884747,2,dracula-chapter-5-source-stable-1,gradesaver
234,0.23733573666945595,1,dracula-chapter-5-source-stable-15,gradesaver
235,0.1940993741286024,1,dracula-chapter-5-source-stable-22,gradesaver
236,0.14990066881103858,1,dracula-chapter-6-source-stable-41,gradesaver
237,0.17490050914168143,1,dracula-chapter-6-source-stable-0,gradesaver
238,0.12142856649234719,1,dracula-chapter-6-source-stable-8,gradesaver
239,0.23764705396593783,1,dracula-chapter-6-source-stable-3,gradesaver
240,0.2133554772846129,1,dracula-chapter-6-source-stable-22,gradesaver
241,0.17468019725945805,1,dracula-chapter-6-source-stable-23,gradesaver
242,0.39047618578996823,1,dracula-chapter-6-source-stable-24,gradesaver
243,0.32258064079084287,1,dracula-chapter-6-source-stable-27,gradesaver
244,0.19202898053049036,1,dracula-chapter-6-source-stable-33,gradesaver
245,0.09999999625000015,1,dracula-chapter-6-source-stable-25,gradesaver
246,0.410256405471832,1,dracula-chapter-6-source-stable-35,gradesaver
247,0.18141328044068827,1,dracula-chapter-6-source-stable-39,gradesaver
248,0.37137136678814964,1,dracula-chapter-6-source-stable-2,gradesaver
249,0.0816666618361114,1,dracula-chapter-7-source-stable-1,gradesaver
250,0.2378426121886339,1,dracula-chapter-7-source-stable-12,gradesaver
251,0.24999999531250006,1,dracula-chapter-7-source-stable-0,gradesaver
252,0.2289236860027359,1,dracula-chapter-7-source-stable-10,gradesaver
253,0.24624594427530172,2,dracula-chapter-7-source-stable-47,gradesaver
254,0.22528882720545834,1,dracula-chapter-7-source-stable-35,gradesaver
255,0.32620320368528205,1,dracula-chapter-7-source-stable-21,gradesaver
256,0.11066780567038892,1,dracula-chapter-7-source-stable-33,gradesaver
257,0.1150191525771699,2,dracula-chapter-7-source-stable-5,gradesaver
258,0.20588234809688594,1,dracula-chapter-7-source-stable-25,gradesaver
259,0.31249999595703126,1,dracula-chapter-7-source-stable-29,gradesaver
260,0.28171155902511463,2,dracula-chapter-7-source-stable-52,gradesaver
261,0.28589743133925327,2,dracula-chapter-8-source-stable-30,gradesaver
262,0.17849679158949483,1,dracula-chapter-8-source-stable-19,gradesaver
263,0.15307408153904428,1,dracula-chapter-8-source-stable-35,gradesaver
264,0.21300144507008156,1,dracula-chapter-8-source-stable-18,gradesaver
265,0.18675888872254665,1,dracula-chapter-8-source-stable-24,gradesaver
266,0.28178265695468346,2,dracula-chapter-8-source-stable-14,gradesaver
267,0.18395706222061153,3,dracula-chapter-8-source-stable-41,gradesaver
268,0.25387596402009255,1,dracula-chapter-8-source-stable-5,gradesaver
269,0.2685717341983257,1,dracula-chapter-8-source-stable-13,gradesaver
270,0.34309502860471347,1,dracula-chapter-8-source-stable-11,gradesaver
271,0.23237257321069374,1,dracula-chapter-8-source-stable-16,gradesaver
272,0.16666666205246927,1,dracula-chapter-8-source-stable-26,gradesaver
273,0.25078369415453866,1,dracula-chapter-8-source-stable-46,gradesaver
274,0.2854367945575953,1,dracula-chapter-9-source-stable-32,gradesaver
275,0.2164953055346088,1,dracula-chapter-9-source-stable-0,gradesaver
276,0.09756097068411684,1,dracula-chapter-9-source-stable-3,gradesaver
277,0.2746617766982722,2,dracula-chapter-9-source-stable-8,gradesaver
278,0.12697940063111426,1,dracula-chapter-9-source-stable-39,gradesaver
279,0.36938723958565856,1,dracula-chapter-9-source-stable-19,gradesaver
280,0.23529411280276827,1,dracula-chapter-9-source-stable-23,gradesaver
281,0.27201394486939523,1,dracula-chapter-9-source-stable-26,gradesaver
282,0.222556386878049,1,dracula-chapter-9-source-stable-25,gradesaver
283,0.20553255779150026,1,dracula-chapter-9-source-stable-36,gradesaver
284,0.19297923815510676,1,dracula-chapter-9-source-stable-42,gradesaver
285,0.08695651720226867,1,dracula-chapter-9-source-stable-10,gradesaver
286,0.2836734647886714,1,dracula-chapter-9-source-stable-49,gradesaver
287,0.33333332888888895,1,dracula-chapter-9-source-stable-35,gradesaver
288,0.49999999545000007,1,dracula-chapter-10-source-stable-57,gradesaver
289,0.19710144436233998,1,dracula-chapter-10-source-stable-21,gradesaver
290,0.21178595171060624,1,dracula-chapter-10-source-stable-38,gradesaver
291,0.21090908602975217,1,dracula-chapter-10-source-stable-30,gradesaver
292,0.2522163073021844,1,dracula-chapter-10-source-stable-8,gradesaver
293,0.24999999500000009,1,dracula-chapter-10-source-stable-26,gradesaver
294,0.5714285665306124,1,dracula-chapter-10-source-stable-56,gradesaver
295,0.2727272678925621,1,dracula-chapter-10-source-stable-62,gradesaver
296,0.1538461499112427,1,dracula-chapter-10-source-stable-39,gradesaver
297,0.18120430963313328,1,dracula-chapter-11-source-stable-33,gradesaver
298,0.22528520324677132,2,dracula-chapter-11-source-stable-2,gradesaver
299,0.1754275322494625,1,dracula-chapter-11-source-stable-10,gradesaver
300,0.2306692608942037,1,dracula-chapter-11-source-stable-8,gradesaver
301,0.20146239758640558,1,dracula-chapter-11-source-stable-3,gradesaver
302,0.1951219468887568,1,dracula-chapter-11-source-stable-30,gradesaver
303,0.24102836040535078,2,dracula-chapter-11-source-stable-31,gradesaver
304,0.3188854439873861,1,dracula-chapter-11-source-stable-32,gradesaver
305,0.2753737166022158,1,dracula-chapter-11-source-stable-1,gradesaver
306,0.23086181947474121,2,dracula-chapter-11-source-stable-38,gradesaver
307,0.44444443969135805,1,dracula-chapter-11-source-stable-27,gradesaver
308,0.19222221743935197,1,dracula-chapter-11-source-stable-35,gradesaver
309,0.2469135758024692,1,dracula-chapter-11-source-stable-5,gradesaver
310,0.27662719336627956,1,dracula-chapter-12-source-stable-34,gradesaver
311,0.22857142377142864,1,dracula-chapter-12-source-stable-4,gradesaver
312,0.19023829684742738,1,dracula-chapter-12-source-stable-15,gradesaver
313,0.24422763740172448,1,dracula-chapter-12-source-stable-13,gradesaver
314,0.22499999597656256,1,dracula-chapter-12-source-stable-16,gradesaver
315,0.060606056932966244,1,dracula-chapter-12-source-stable-27,gradesaver
316,0.23785093743496719,2,dracula-chapter-12-source-stable-29,gradesaver
317,0.2857142832653062,1,dracula-chapter-12-source-stable-32,gradesaver
318,0.047146398677249235,1,dracula-chapter-12-source-stable-44,gradesaver
319,0.11764705397923896,1,dracula-chapter-12-source-stable-39,gradesaver
320,0.31191104790752405,1,dracula-chapter-12-source-stable-40,gradesaver
321,0.25800924365069305,1,dracula-chapter-12-source-stable-47,gradesaver
322,0.09999999760000006,1,dracula-chapter-12-source-stable-49,gradesaver
323,0.33678160419837505,1,dracula-chapter-12-source-stable-52,gradesaver
324,0.20346319853488518,1,dracula-chapter-12-source-stable-53,gradesaver
325,0.17562723533482086,1,dracula-chapter-12-source-stable-43,gradesaver
326,0.1066666617706669,1,dracula-chapter-12-source-stable-55,gradesaver
327,0.20477036723176384,2,dracula-chapter-13-source-stable-37,gradesaver
328,0.2570070034856979,1,dracula-chapter-13-source-stable-35,gradesaver
329,0.22875816497695875,1,dracula-chapter-13-source-stable-5,gradesaver
330,0.15445731942688223,1,dracula-chapter-13-source-stable-1,gradesaver
331,0.19178570952297525,1,dracula-chapter-13-source-stable-27,gradesaver
332,0.5460428024062649,1,dracula-chapter-13-source-stable-14,gradesaver
333,0.19047618575963732,1,dracula-chapter-13-source-stable-26,gradesaver
334,0.07999999520000028,1,dracula-chapter-13-source-stable-19,gradesaver
335,0.20286769215408373,1,dracula-chapter-13-source-stable-34,gradesaver
336,0.18005952026519995,1,dracula-chapter-13-source-stable-48,gradesaver
337,0.23529411349480978,1,dracula-chapter-13-source-stable-46,gradesaver
338,0.17021276177455874,1,dracula-chapter-14-source-stable-2,gradesaver
339,0.243875082138219,2,dracula-chapter-14-source-stable-12,gradesaver
340,0.0900735244561327,1,dracula-chapter-14-source-stable-5,gradesaver
341,0.31578946869806096,1,dracula-chapter-14-source-stable-32,gradesaver
342,0.2857142808163266,1,dracula-chapter-14-source-stable-35,gradesaver
343,0.3097832086112691,1,dracula-chapter-14-source-stable-29,gradesaver
344,0.19999999500000015,1,dracula-chapter-14-source-stable-38,gradesaver
